ID,Probe_Id,Definition,Ontology_Component,Ontology_Process,Ontology_Function,Chromosome,Probe_Coordinates,Cytoband,Probe_Chr_Orientation,RefSeq_ID,Entrez_Gene_ID,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
FLJ25778,ILMN_1685855,"PREDICTED: Homo sapiens hypothetical protein FLJ25778 (FLJ25778), mRNA.",,,,,,7q34b,,XM_939098.1,254048,FLJ25778,1.1729067120746226,7.488654962165037,9.649644384034376,8.050669794322056e-18,4.5891111465753755e-17,29.40499402037333
MAOA,ILMN_1663640,"Homo sapiens monoamine oxidase A (MAOA), nuclear gene encoding mitochondrial protein, mRNA.",integral to membrane [goid 16021] [evidence IEA]; membrane [goid 16020] [evidence NR ]; mitochondrion [goid 5739] [evidence IEA],catecholamine metabolism [goid 6584] [evidence IEA]; electron transport [goid 6118] [evidence IEA]; behavior [goid 7610] [pmid 8211186] [evidence TAS]; neurotransmitter catabolism [goid 42135] [evidence IEA],amine oxidase activity [goid 8131] [evidence IEA]; oxidoreductase activity [goid 16491] [evidence IEA],X,43490870-43490919,Xp11.3c,+,NM_000240.2,4128,MAOA,-1.0052600149396227,12.131233666510907,-9.616714998233785,9.900268284178531e-18,5.616233848308592e-17,29.199618992500902
UGT8,ILMN_1758816,"Homo sapiens UDP glycosyltransferase 8 (UDP-galactose ceramide galactosyltransferase) (UGT8), mRNA.",microsome [goid 5792] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA]; endoplasmic reticulum [goid 5783] [evidence IEA],metabolism [goid 8152] [evidence IEA]; peripheral nervous system development [goid 7422] [pmid 8661025] [evidence TAS]; glycosphingolipid biosynthesis [goid 6688] [evidence NR ]; central nervous system development [goid 7417] [pmid 8661025] [evidence TAS],"2-hydroxyacylsphingosine 1-beta-galactosyltransferase activity [goid 3851] [evidence IEA]; transferase activity, transferring hexosyl groups [goid 16758] [evidence IEA]",4,115816633-115816682,4q26b,+,NM_003360.2,7368,UGT8,1.0250054291006059,5.746438287469716,9.608857369209643,1.0400790772478177e-17,5.883489447999531e-17,29.15064233218866
C9orf9,ILMN_1813837,"Homo sapiens chromosome 9 open reading frame 9 (C9orf9), mRNA.",,,,9,134753552-134753601,9q34.13b,+,NM_018956.3,11092,C9orf9,-1.2615626035133731,7.301683055770255,-9.601448927998367,1.0895744989288225e-17,6.159990555119491e-17,29.104476135082514
LOC653383,ILMN_1806631,"PREDICTED: Homo sapiens similar to CG33932-PA, isoform A (LOC653383), mRNA.",,,,9,13192-13241,,-,XM_927177.1,653383,LOC653383,-1.0551934981205138,6.546818839740462,-9.594423830898014,1.138672483965956e-17,6.426673923608138e-17,29.060708369153772
HLA-DRB3,ILMN_1717261,"Homo sapiens major histocompatibility complex, class II, DR beta 3 (HLA-DRB3), mRNA.",integral to plasma membrane [goid 5887] [evidence NR ]; membrane [goid 16020] [evidence NAS]; integral to membrane [goid 16021] [evidence IEA],immune response [goid 6955] [evidence NAS]; signal transduction [goid 7165] [pmid 8775462] [evidence NAS],MHC class II receptor activity [goid 45012] [evidence NAS],,,,,NM_022555.3,3125,HLA-DRB3,-1.4612094378968656,11.85533593140287,-9.580741689401664,1.2407055717998316e-17,6.98088781793336e-17,28.9754927952169
MAP3K13,ILMN_1673896,"Homo sapiens mitogen-activated protein kinase kinase kinase 13 (MAP3K13), mRNA.",membrane fraction [goid 5624] [pmid 9353328] [evidence IDA]; membrane [goid 16020] [evidence IEA]; IkappaB kinase complex [goid 8385] [pmid 12492477] [evidence IPI],JNK cascade [goid 7254] [pmid 11726277] [evidence IPI]; activation of MAPKK activity [goid 186] [pmid 11726277] [evidence IDA]; activation of NF-kappaB transcription factor [goid 51092] [pmid 12492477] [evidence IDA],transferase activity [goid 16740] [evidence IEA]; protein-tyrosine kinase activity [goid 4713] [evidence IEA]; protein homodimerization activity [goid 42803] [pmid 11163770] [evidence IDA]; protein kinase binding [goid 19901] [pmid 9353328] [evidence ISS]; ATP binding [goid 5524] [evidence IEA]; protein serine/threonine kinase activity [goid 4674] [pmid 9353328] [evidence IDA]; protein binding [goid 5515] [pmid 12492477] [evidence IPI]; MAP kinase kinase kinase activity [goid 4709] [pmid 11726277] [evidence IDA]; nucleotide binding [goid 166] [evidence IEA]; magnesium ion binding [goid 287] [evidence IEA],3,186683021-186683070,3q27.2a,+,NM_004721.3,9175,MAP3K13,1.0888556035118837,6.779920707697443,9.569070595762161,1.3349008853453483e-17,7.500336117379873e-17,28.902830729617868
FLJ10246,ILMN_1712211,"PREDICTED: Homo sapiens FLJ10246 (FLJ10246), misc RNA.",,,,,,,,XR_001525.1,55104,FLJ10246,1.217816048582697,6.191239986462063,9.56374667694725,1.3802013794677113e-17,7.749783627173842e-17,28.869693666111715
CD47,ILMN_1771333,"Homo sapiens CD47 antigen (Rh-related antigen, integrin-associated signal transducer) (CD47), transcript variant 4, mRNA.",integral to plasma membrane [goid 5887] [pmid 7998989] [evidence TAS]; plasma membrane [goid 5886] [pmid 10429193] [evidence TAS],cell-matrix adhesion [goid 7160] [evidence NR ]; cell adhesion [goid 7155] [evidence IEA]; integrin-mediated signaling pathway [goid 7229] [pmid 8294396] [evidence TAS],protein binding [goid 5515] [evidence IEA],3,109245076-109245125,3q13.12b,-,NM_001025080.1,961,CD47,-1.0414815342774748,9.14381263967641,-9.560745013969495,1.4064133350563885e-17,7.886636212950735e-17,28.851013156499434
LOC440928,ILMN_1713764,"PREDICTED: Homo sapiens hypothetical LOC440928 (LOC440928), mRNA.",,,,,,,,XM_942885.1,440928,LOC440928,1.0324646834080777,5.578708458184557,9.54602986094665,1.5422589340414266e-17,8.626647121135271e-17,28.759460187169473
CCL4L1,ILMN_1716276,"Homo sapiens chemokine (C-C motif) ligand 4-like 1 (CCL4L1), mRNA.",,,,17,31563350-31563399,17q12b,+,NM_001001435.2,9560,CCL4L1,-1.5480324758261181,8.178190104751376,-9.540437094730017,1.5972481121511507e-17,8.92175885759917e-17,28.724674763951263
LOC442609,ILMN_1699383,"PREDICTED: Homo sapiens similar to Williams Beuren syndrome chromosome region 19, transcript variant 8 (LOC442609), mRNA.",,,,,,7q22.1f,,XM_935827.1,442609,LOC442609,1.8237223227918493,8.497564153330396,9.539490711579822,1.6067442997026337e-17,8.972296943469243e-17,28.718789128354715
COL17A1,ILMN_1651282,"Homo sapiens collagen, type XVII, alpha 1 (COL17A1), transcript variant short, mRNA.",intercellular junction [goid 5911] [pmid 9012408] [evidence TAS]; microsome [goid 5792] [evidence IEA]; extracellular matrix (sensu Metazoa) [goid 5578] [evidence IEA]; membrane [goid 16020] [evidence IEA]; cytoplasm [goid 5737] [evidence IEA]; integral to plasma membrane [goid 5887] [pmid 9012408] [evidence TAS],electron transport [goid 6118] [evidence IEA]; cell-matrix adhesion [goid 7160] [pmid 9012408] [evidence TAS]; epidermis development [goid 8544] [pmid 9012408] [evidence TAS]; phosphate transport [goid 6817] [evidence IEA],monooxygenase activity [goid 4497] [evidence IEA]; structural molecule activity [goid 5198] [evidence IEA]; iron ion binding [goid 5506] [evidence IEA]; heme binding [goid 20037] [evidence IEA],10,105781170-105781219,10q25.1a,-,NM_130778.1,1308,COL17A1,1.6789402969922493,6.656506604334619,9.507888488544252,1.9582637789429158e-17,1.0886618974462312e-16,28.522352466634388
CCL5,ILMN_1773352,"Homo sapiens chemokine (C-C motif) ligand 5 (CCL5), mRNA.",extracellular space [goid 5615] [evidence IEA]; extracellular region [goid 5576] [evidence IEA]; extracellular space [goid 5615] [evidence IEA]; extracellular region [goid 5576] [evidence IEA],exocytosis [goid 6887] [pmid 10734056] [evidence TAS]; inflammatory response [goid 6954] [pmid 10415069] [evidence TAS]; signal transduction [goid 7165] [pmid 10770925] [evidence TAS]; cellular defense response [goid 6968] [pmid 10640778] [evidence TAS]; calcium ion homeostasis [goid 6874] [pmid 10713092] [evidence TAS]; chemotaxis [goid 6935] [pmid 10713092] [evidence TAS]; cell-cell signaling [goid 7267] [pmid 10734056] [evidence TAS]; response to virus [goid 9615] [pmid 10640778] [evidence TAS]; cell adhesion [goid 7155] [pmid 10910894] [evidence TAS]; response to oxidative stress [goid 6979] [pmid 10713092] [evidence TAS]; cell motility [goid 6928] [pmid 9558100] [evidence TAS]; exocytosis [goid 6887] [pmid 10734056] [evidence TAS]; inflammatory response [goid 6954] [pmid 10415069] [evidence TAS]; signal transduction [goid 7165] [pmid 10770925] [evidence TAS]; cellular defense response [goid 6968] [pmid 10640778] [evidence TAS]; calcium ion homeostasis [goid 6874] [pmid 10713092] [evidence TAS]; chemotaxis [goid 6935] [pmid 10713092] [evidence TAS]; cell-cell signaling [goid 7267] [pmid 10734056] [evidence TAS]; response to virus [goid 9615] [pmid 10640778] [evidence TAS]; cell adhesion [goid 7155] [pmid 10910894] [evidence TAS]; response to oxidative stress [goid 6979] [pmid 10713092] [evidence TAS]; cell motility [goid 6928] [pmid 9558100] [evidence TAS],chemokine activity [goid 8009] [pmid 10770925] [evidence TAS]; signal transducer activity [goid 4871] [pmid 10770925] [evidence TAS]; chemoattractant activity [goid 42056] [pmid 15001559] [evidence IDA]; chemokine activity [goid 8009] [pmid 10770925] [evidence TAS]; signal transducer activity [goid 4871] [pmid 10770925] [evidence TAS]; chemoattractant activity [goid 42056] [pmid 15001559] [evidence IDA],17,31223411-31223460,17q12b,-,NM_002985.2,6352,CCL5,-1.144593140998646,11.208987146853515,-9.502991851377653,2.0191922348315844e-17,1.121599062590515e-16,28.491932891799884
OLFML3,ILMN_1727532,"Homo sapiens olfactomedin-like 3 (OLFML3), mRNA.",,,,1,114326107-114326156,1p13.2b,+,NM_020190.2,56944,OLFML3,-1.0652406010853248,9.475501811080596,-9.482074898776828,2.3014263975402742e-17,1.2753660542633035e-16,28.36204292306312
KIAA1875,ILMN_1789500,"Homo sapiens KIAA1875 (KIAA1875), mRNA.",,,,8,145243215-145243264,8q24.3g,+,NM_032529.1,340390,KIAA1875,1.097145748485171,6.533703616550699,9.479017182844059,2.3458497132271182e-17,1.2987205606598834e-16,28.34306239402259
LOC647436,ILMN_1772998,"PREDICTED: Homo sapiens similar to ribosomal protein L5, transcript variant 1 (LOC647436), mRNA.",,,,,,,,XM_937113.1,647436,LOC647436,-1.3181422386243904,6.9424884517472885,-9.45776304096277,2.679130091144023e-17,1.4791400348678149e-16,28.21118045132539
NOV,ILMN_1787186,"Homo sapiens nephroblastoma overexpressed gene (NOV), mRNA.",extracellular region [goid 5576] [evidence IEA],regulation of cell growth [goid 1558] [evidence IEA],growth factor activity [goid 8083] [evidence IEA]; insulin-like growth factor binding [goid 5520] [evidence IEA],8,120505381-120505430,8q24.12b,+,NM_002514.2,4856,NOV,-1.4693085222513949,7.264089324194216,-9.457307659346341,2.68676396442896e-17,1.4821277474578061e-16,28.20835579620379
CXCL13,ILMN_1718552,"Homo sapiens chemokine (C-X-C motif) ligand 13 (B-cell chemoattractant) (CXCL13), mRNA.",extracellular space [goid 5615] [evidence IEA]; soluble fraction [goid 5625] [pmid 9486651] [evidence TAS],sensory perception [goid 7600] [evidence IEA]; cell-cell signaling [goid 7267] [pmid 9486651] [evidence TAS]; chemotaxis [goid 6935] [pmid 9486651] [evidence TAS]; inflammatory response [goid 6954] [evidence IEA],chemokine activity [goid 8009] [pmid 9486651] [evidence TAS],4,78751655-78751704,4q21.1c,+,NM_006419.1,10563,CXCL13,1.8217783512053058,6.630738571631019,9.456178874358493,2.705780016613283e-17,1.4917951659520132e-16,28.20135431307309
SLC44A4,ILMN_1719250,"Homo sapiens solute carrier family 44, member 4 (SLC44A4), transcript variant 2, mRNA.",integral to membrane [goid 16021] [evidence IEA]; membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA]; membrane [goid 16020] [evidence IEA],,,6,31939298-31939347,6p21.32b,-,NM_032794.1,80736,SLC44A4,1.108959952967119,11.018223286010178,9.45563469976459,2.7149952319052935e-17,1.4956394438315284e-16,28.197979067755156
MUC16,ILMN_2125346,"Homo sapiens mucin 16, cell surface associated (MUC16), mRNA.",extrinsic to membrane [goid 19898] [pmid 12766047] [evidence IDA],cell adhesion [goid 7155] [pmid 14676194] [evidence NAS],protein binding [goid 5515] [pmid 14676194] [evidence IPI],19,8820577-8820607:8820608-8820626,19p13.2d,-,NM_024690.2,94025,MUC16,2.365241468630021,7.033226477529936,9.450369995431588,2.8057778595189843e-17,1.543949488813417e-16,28.16532778376442
FLJ21106,ILMN_1761963,"Homo sapiens hypothetical protein FLJ21106 (FLJ21106), mRNA.",,,,4,129171495-129171544,4q28.2a,+,NM_025097.1,80167,FLJ21106,1.075668504495379,6.850187242716883,9.449076252915987,2.82854518624306e-17,1.5556221024285633e-16,28.15730494594775
RICS,ILMN_1722726,"Homo sapiens Rho GTPase-activating protein (RICS), mRNA.",intracellular [goid 5622] [evidence IEA],signal transduction [goid 7165] [evidence IEA],GTPase activator activity [goid 5096] [evidence IEA],11,128343563-128343612,11q24.3a-q24.3b,-,NM_014715.2,9743,RICS,1.0057980314466217,8.474477744763398,9.443945966734614,2.920652495265677e-17,1.6053960199251559e-16,28.12549400532388
DNHD3,ILMN_1714296,"Homo sapiens dynein, axonemal, heavy chain 2 (DNAH2), mRNA.",dynein complex [goid 30286] [evidence IEA],microtubule-based movement [goid 7018] [evidence IEA]; transport [goid 6810] [evidence IEA],ATP binding [goid 5524] [evidence IEA]; ATPase activity [goid 16887] [evidence IEA]; microtubule motor activity [goid 3777] [evidence IEA]; nucleotide binding [goid 166] [evidence IEA],17,7677666-7677715,17p13.1d,+,NM_020877.2,146754,DNHD3,2.075171076569829,7.864246903561599,9.431347973065334,3.159692646333136e-17,1.7329805501050818e-16,28.047401183490898
TNFSF13B,ILMN_1758418,"Homo sapiens tumor necrosis factor (ligand) superfamily, member 13b (TNFSF13B), mRNA.",integral to plasma membrane [goid 5887] [evidence NR ]; membrane [goid 16020] [evidence IEA]; extracellular space [goid 5615] [evidence IEA]; soluble fraction [goid 5625] [pmid 10908663] [evidence TAS],immune response [goid 6955] [evidence IEA]; cell proliferation [goid 8283] [pmid 10908663] [evidence TAS]; signal transduction [goid 7165] [pmid 10908663] [evidence TAS]; positive regulation of cell proliferation [goid 8284] [pmid 10359578] [evidence TAS],tumor necrosis factor receptor binding [goid 5164] [evidence IEA],13,107720716-107720765,13q33.3b,+,NM_006573.3,10673,TNFSF13B,-1.0286743557840197,8.777221460876092,-9.42376185094159,3.312924733548149e-17,1.8150328058278028e-16,28.00039158738916
KCNJ2,ILMN_1780334,"Homo sapiens potassium inwardly-rectifying channel, subfamily J, member 2 (KCNJ2), mRNA.",integral to membrane [goid 16021] [evidence IEA]; membrane [goid 16020] [evidence IEA],ion transport [goid 6811] [evidence IEA]; potassium ion transport [goid 6813] [evidence IEA],potassium ion binding [goid 30955] [evidence IEA]; potassium channel activity [goid 5267] [evidence IEA]; inward rectifier potassium channel activity [goid 5242] [evidence IEA]; protein binding [goid 5515] [pmid 11287423] [evidence IPI]; voltage-gated ion channel activity [goid 5244] [evidence IEA],17,65687523-65687572,17q24.3a,+,NM_000891.2,3759,KCNJ2,-1.0900115906836856,7.465292510790822,-9.42047322570882,3.381628315887817e-17,1.8521658730983697e-16,27.98001629942347
ST6GALNAC2,ILMN_1658706,"Homo sapiens ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1, 3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 (ST6GALNAC2), mRNA.",integral to Golgi membrane [goid 30173] [evidence IEA]; membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA],protein amino acid glycosylation [goid 6486] [evidence IEA],sialyltransferase activity [goid 8373] [evidence IEA],17,72073145-72073194,17q25.1d,-,NM_006456.1,10610,ST6GALNAC2,-1.143396055835658,7.1586323103817655,-9.415668495656636,3.484561854657707e-17,1.9048938138795464e-16,27.950251655284987
NES,ILMN_1738147,"Homo sapiens nestin (NES), mRNA.",intermediate filament [goid 5882] [pmid 9917366] [evidence NAS],central nervous system development [goid 7417] [pmid 9917366] [evidence NAS],structural molecule activity [goid 5198] [evidence IEA],1,154905342-154905391,1q23.1a,-,NM_006617.1,10763,NES,-1.1721832219382549,8.867164517065744,-9.398393460175386,3.8810829816561546e-17,2.1170313058063342e-16,27.8432740747916
PCP4,ILMN_1682326,"Homo sapiens Purkinje cell protein 4 (PCP4), mRNA.",,central nervous system development [goid 7417] [pmid 8914602] [evidence TAS],,21,40222892-40222906:40222907-40222941,21q22.2b,+,NM_006198.2,5121,PCP4,2.4760343953432473,6.496736692549785,9.396198338088176,3.934581725219047e-17,2.145043900767921e-16,27.82968490882221
ROPN1L,ILMN_1696466,"Homo sapiens ropporin 1-like (ROPN1L), mRNA.",,,,5,10514353-10514402,5p15.2c,+,NM_031916.2,83853,ROPN1L,-2.2797039264341157,7.15117422112452,-9.384537086967986,4.2313317990998526e-17,2.3024336860590115e-16,27.757511132862696
LOC653583,ILMN_1805853,"PREDICTED: Homo sapiens similar to pleckstrin homology-like domain, family B, member 1 (LOC653583), mRNA.",,,,19,48671276-48671325,19q13.31a,-,XM_928224.1,653583,LOC653583,1.088157558069545,6.771413344326975,9.33893519445656,5.621543562843147e-17,3.035785252506496e-16,27.475542273305777
LOC654204,ILMN_1788540,"PREDICTED: Homo sapiens similar to pleckstrin homology-like domain, family B, member 1 (LOC654204), mRNA.",,,,,,,,XM_940949.1,654204,LOC654204,1.096470473977039,6.834858822622342,9.337003823157012,5.689539135944854e-17,3.0700188519952705e-16,27.46360965258198
RND3,ILMN_1759513,"Homo sapiens Rho family GTPase 3 (RND3), mRNA.",intracellular [goid 5622] [evidence IEA],small GTPase mediated signal transduction [goid 7264] [evidence IEA],GTP binding [goid 5525] [evidence IEA]; nucleotide binding [goid 166] [evidence IEA],2,151033301-151033350,2q23.3a,-,NM_005168.3,390,RND3,-1.1405826065506623,9.003231345276703,-9.336794002864721,5.696975135258392e-17,3.073202440179291e-16,27.46231336379624
RUNDC2A,ILMN_1775357,"Homo sapiens RUN domain containing 2A (RUNDC2A), mRNA.",,"regulation of transcription, DNA-dependent [goid 6355] [evidence IEA]",transcription factor activity [goid 3700] [evidence IEA],16,12054236-12054285,16p13.13a,+,NM_032167.1,84127,RUNDC2A,1.019658343368869,5.83729266875545,9.32512592555956,6.126073492315493e-17,3.300228283097695e-16,27.390241486493757
MGC3020,ILMN_1656420,"Homo sapiens hypothetical protein MGC3020 (MGC3020), mRNA.",,,,16,31625980-31626029,,+,NM_024048.2,79014,MGC3020,1.3351278588441273,7.8631720330878165,9.319953169740403,6.326448609712799e-17,3.4054232925244467e-16,27.358299360558775
IL18RAP,ILMN_1721762,"Homo sapiens interleukin 18 receptor accessory protein (IL18RAP), mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA],cell surface receptor linked signal transduction [goid 7166] [pmid 9792649] [evidence TAS]; inflammatory response [goid 6954] [pmid 9792649] [evidence TAS],receptor activity [goid 4872] [evidence IEA]; transmembrane receptor activity [goid 4888] [evidence IEA],2,102435293-102435342,2q12.1a,+,NM_003853.2,8807,IL18RAP,-1.2803908610531236,7.009542320311857,-9.318440480112637,6.386267787316313e-17,3.4366983832335883e-16,27.348959464512838
KRT19,ILMN_1730777,"Homo sapiens keratin 19 (KRT19), mRNA.",intermediate filament [goid 5882] [pmid 2448790] [evidence TAS]; costamere [goid 43034] [pmid 16000376] [evidence IDA],,structural constituent of cytoskeleton [goid 5200] [pmid 2448790] [evidence TAS]; protein binding [goid 5515] [pmid 16000376] [evidence IPI]; structural molecule activity [goid 5198] [evidence IEA]; structural constituent of muscle [goid 8307] [pmid 16000376] [evidence IDA],17,36933718-36933767,17q21.2b,-,NM_002276.3,3880,KRT19,1.0866340261376983,12.692346842249929,9.314984456282781,6.525055683897175e-17,3.509497691489642e-16,27.32762253078166
PTPRN2,ILMN_1728844,"Homo sapiens protein tyrosine phosphatase, receptor type, N polypeptide 2 (PTPRN2), transcript variant 1, mRNA.",integral to plasma membrane [goid 5887] [pmid 8798755] [evidence TAS]; membrane [goid 16020] [evidence IEA],protein amino acid dephosphorylation [goid 6470] [pmid 8798755] [evidence TAS],transmembrane receptor protein tyrosine phosphatase activity [goid 5001] [pmid 8798755] [evidence TAS]; receptor activity [goid 4872] [evidence IEA]; hydrolase activity [goid 16787] [evidence IEA]; protein tyrosine phosphatase activity [goid 4725] [evidence IEA],7,157024937-157024986,7q36.3c-q36.3e,-,NM_002847.2,5799,PTPRN2,-1.0183180581986946,6.088109401788143,-9.304860228520743,6.949135045796197e-17,3.7345767928093014e-16,27.26513173791959
RPL39L,ILMN_1712413,"Homo sapiens ribosomal protein L39-like (RPL39L), mRNA.",ribosome [goid 5840] [evidence IEA]; cytosolic large ribosomal subunit (sensu Eukaryota) [goid 5842] [pmid 12490704] [evidence NAS]; intracellular [goid 5622] [evidence IEA]; ribosome [goid 5840] [evidence IEA]; cytosolic large ribosomal subunit (sensu Eukaryota) [goid 5842] [pmid 12490704] [evidence NAS]; intracellular [goid 5622] [evidence IEA],protein biosynthesis [goid 6412] [evidence IEA]; spermatogenesis [goid 7283] [pmid 12490704] [evidence IEP]; protein biosynthesis [goid 6412] [evidence IEA]; spermatogenesis [goid 7283] [pmid 12490704] [evidence IEP],structural constituent of ribosome [goid 3735] [evidence IEA]; structural constituent of ribosome [goid 3735] [evidence IEA],3,188339722-188339771,3q27.3b,-,NM_052969.1,116832,RPL39L,1.1449221845494781,8.21126426156273,9.296040760781157,7.340839336030788e-17,3.9397938153246783e-16,27.210712185299258
TUBB2B,ILMN_1680874,"Homo sapiens tubulin, beta 2B (TUBB2B), mRNA.",microtubule [goid 5874] [evidence IEA]; protein complex [goid 43234] [evidence IEA]; cytoplasm [goid 5737] [evidence IEA],microtubule-based movement [goid 7018] [evidence IEA]; protein polymerization [goid 51258] [evidence IEA],GTP binding [goid 5525] [evidence IEA]; structural molecule activity [goid 5198] [evidence IEA]; GTPase activity [goid 3924] [evidence IEA]; nucleotide binding [goid 166] [evidence IEA],6,3169836-3169885,6p25.2b,-,NM_178012.3,347733,TUBB2B,1.9100629450158362,7.472226859869257,9.292523449685762,7.503113610339347e-17,4.025805768722704e-16,27.189013625181786
CD8A,ILMN_1760374,"Homo sapiens CD8 antigen, alpha polypeptide (p32) (CD8A), transcript variant 1, mRNA.",integral to plasma membrane [goid 5887] [pmid 2496167] [evidence NAS]; integral to plasma membrane [goid 5887] [pmid 2496167] [evidence NAS],transmembrane receptor protein tyrosine kinase signaling pathway [goid 7169] [pmid 9830036] [evidence NAS]; cellular defense response (sensu Vertebrata) [goid 16066] [pmid 2496167] [evidence NAS]; transmembrane receptor protein tyrosine kinase signaling pathway [goid 7169] [pmid 9830036] [evidence NAS]; cellular defense response (sensu Vertebrata) [goid 16066] [pmid 2496167] [evidence NAS],MHC class I protein binding [goid 42288] [pmid 11131152] [evidence NAS]; protein binding [goid 5515] [pmid 2493728] [evidence IPI]; coreceptor activity [goid 15026] [pmid 11131152] [evidence NAS]; MHC class I protein binding [goid 42288] [pmid 11131152] [evidence NAS]; protein binding [goid 5515] [pmid 2493728] [evidence IPI]; coreceptor activity [goid 15026] [pmid 11131152] [evidence NAS],2,86869963-86870012,2p11.2e,-,NM_001768.4,925,CD8A,-1.0031976601803354,7.775318562383188,-9.276695094501337,8.278667551153902e-17,4.4229527466885786e-16,27.091400012674832
LOC387934,ILMN_1779852,"PREDICTED: Homo sapiens similar to Fatty acid-binding protein, epidermal (E-FABP) (Psoriasis-associated fatty acid-binding protein homolog) (PA-FABP) (LOC387934), mRNA.",,,,,,13q22.1a,,XM_937508.1,387934,LOC387934,-1.39269001906447,6.880053094135113,-9.273906668176632,8.423329788649176e-17,4.496637737761279e-16,27.0742093234983
LOC641849,ILMN_1745900,"PREDICTED: Homo sapiens similar to 40S ribosomal protein S3a (V-fos transformation effector protein) (LOC641849), mRNA.",,,,,,,,XM_935589.1,641849,LOC641849,-1.383016748417683,6.844782625678397,-9.266296151027566,8.831083686200325e-17,4.70802884075396e-16,27.027298880410946
LCN2,ILMN_1692223,"Homo sapiens lipocalin 2 (oncogene 24p3) (LCN2), mRNA.",soluble fraction [goid 5625] [evidence NR ]; cytoplasm [goid 5737] [evidence NR ],transport [goid 6810] [evidence IEA],transporter activity [goid 5215] [evidence IEA]; binding [goid 5488] [evidence IEA],9,129954359-129954384:129955200-129955219:129955220-129955223,9q34.11b,+,NM_005564.2,3934,LCN2,2.1528681549061783,10.926981602262778,9.26617604059115,8.837673852597805e-17,4.710287118880577e-16,27.026558631999713
LOC644852,ILMN_1727165,"PREDICTED: Homo sapiens hypothetical protein LOC644852, transcript variant 2 (LOC644852), mRNA.",,,,1,245748660-245748709,1q44e,+,XM_934218.1,644852,LOC644852,1.0315407291190581,7.082664830898651,9.264727367983241,8.917545351076167e-17,4.751591142059439e-16,27.017630613621144
CH25H,ILMN_1741021,"Homo sapiens cholesterol 25-hydroxylase (CH25H), mRNA.",membrane fraction [goid 5624] [evidence NR ],metabolism [goid 8152] [evidence IEA]; lipid metabolism [goid 6629] [pmid 9852097] [evidence TAS],steroid hydroxylase activity [goid 8395] [pmid 9852097] [evidence TAS]; catalytic activity [goid 3824] [evidence IEA],10,90956152-90956201,10q23.31b,-,NM_003956.2,9023,CH25H,-1.9682063888550942,8.688279386486986,-9.25011533193989,9.764420606838377e-17,5.172531837480069e-16,26.927603495210576
DDIT4L,ILMN_1696537,"Homo sapiens DNA-damage-inducible transcript 4-like (DDIT4L), mRNA.",,,,4,101326239-101326288,4q23b,-,NM_145244.2,115265,DDIT4L,1.625228511537303,7.225450927136485,9.249541424810765,9.799267748612775e-17,5.189617499053584e-16,26.924068503429766
C15orf28,ILMN_1686662,"PREDICTED: Homo sapiens chromosome 15 open reading frame 28 (C15orf28), misc RNA.",,,,,,15q23a,,XR_001373.1,80035,C15orf28,1.2314036517064961,6.6945477937546025,9.242892223413532,1.02121334531295e-16,5.396840098526546e-16,26.883117832217614
PGAM1,ILMN_1661366,"Homo sapiens phosphoglycerate mutase 1 (brain) (PGAM1), mRNA.",cytosol [goid 5829] [evidence NAS]; cytosol [goid 5829] [evidence NAS],metabolism [goid 8152] [evidence IEA]; glycolysis [goid 6096] [evidence NAS]; metabolism [goid 8152] [evidence IEA]; glycolysis [goid 6096] [evidence NAS],"phosphoglycerate mutase activity [goid 4619] [pmid 2846554] [evidence NAS]; hydrolase activity [goid 16787] [evidence IEA]; intramolecular transferase activity, phosphotransferases [goid 16868] [evidence IEA]; bisphosphoglycerate mutase activity [goid 4082] [evidence NAS]; isomerase activity [goid 16853] [evidence IEA]; bisphosphoglycerate phosphatase activity [goid 4083] [evidence NAS]; catalytic activity [goid 3824] [evidence IEA]; phosphoglycerate mutase activity [goid 4619] [pmid 2846554] [evidence NAS]; hydrolase activity [goid 16787] [evidence IEA]; intramolecular transferase activity, phosphotransferases [goid 16868] [evidence IEA]; bisphosphoglycerate mutase activity [goid 4082] [evidence NAS]; isomerase activity [goid 16853] [evidence IEA]; bisphosphoglycerate phosphatase activity [goid 4083] [evidence NAS]; catalytic activity [goid 3824] [evidence IEA]",10,99176017-99176054:99176055-99176066,10q24.1b,+,NM_002629.2,5223,PGAM1,-1.1586925173840736,8.996260203594414,-9.235169170577942,1.0713440051225604e-16,5.654299882482772e-16,26.835565657696954
LOC645968,ILMN_1695370,"PREDICTED: Homo sapiens similar to 40S ribosomal protein S3a (V-fos transformation effector protein) (LOC645968), mRNA.",,,,7,94163044-94163065:94163066-94163093,7q21.3b,-,XM_928934.1,645968,LOC645968,-1.413706424452168,7.414079489554798,-9.225788758963475,1.1355350920892047e-16,5.979677010592095e-16,26.777826325743945
